student_id,date,dt_type,score
7MS1_003,2026-07-16,선행,73
7MS1_003,2026-07-17,현행,73
7MS1_003,2026-07-17,선행,70
7MS1_003,2026-07-18,현행,72
7MS1_003,2026-07-18,선행,67
7MS1_003,2026-07-19,현행,73
7MS1_003,2026-07-19,선행,68
7MS1_003,2026-07-20,현행,73
7MS1_003,2026-07-20,선행,68
7MS1_003,2026-07-21,현행,74
7MS1_003,2026-07-21,선행,70
7MS1_003,2026-07-22,현행,74
7MS1_003,2026-07-22,선행,71
7MS1_003,2026-07-23,현행,75
7MS1_003,2026-07-23,선행,71
7MS1_003,2026-07-24,현행,75
7MS1_003,2026-07-24,선행,70
7MS1_003,2026-07-25,현행,75
7MS1_003,2026-07-25,선행,71
7MS1_003,2026-07-26,현행,78
7MS1_003,2026-07-26,선행,74
7MS1_003,2026-07-27,현행,77
7MS1_003,2026-07-27,선행,73
7MS1_003,2026-07-28,현행,79
7MS1_003,2026-07-28,선행,76
7MS1_003,2026-07-29,현행,80
7MS1_003,2026-07-29,선행,76
7MS1_003,2026-07-30,현행,78
7MS1_003,2026-07-30,선행,75
7MS1_004,2026-07-01,현행,82
7MS1_004,2026-07-01,선행,77
7MS1_004,2026-07-02,현행,82
7MS1_004,2026-07-02,선행,79
7MS1_004,2026-07-03,현행,84
7MS1_004,2026-07-03,선행,81
7MS1_004,2026-07-04,현행,84
7MS1_004,2026-07-04,선행,81
7MS1_004,2026-07-05,현행,81
7MS1_004,2026-07-05,선행,77
7MS1_004,2026-07-06,현행,79
7MS1_004,2026-07-06,선행,76
7MS1_004,2026-07-07,현행,75
7MS1_004,2026-07-07,선행,71
7MS1_004,2026-07-08,현행,75
7MS1_004,2026-07-08,선행,72
7MS1_004,2026-07-09,현행,77
7MS1_004,2026-07-09,선행,73
7MS1_004,2026-07-10,현행,80
7MS1_004,2026-07-10,선행,77
7MS1_004,2026-07-11,현행,84
7MS1_004,2026-07-11,선행,79
7MS1_004,2026-07-12,현행,87
7MS1_004,2026-07-12,선행,84
7MS1_004,2026-07-13,현행,87
7MS1_004,2026-07-13,선행,82
7MS1_004,2026-07-14,현행,85
7MS1_004,2026-07-14,선행,81
7MS1_004,2026-07-15,현행,81
7MS1_004,2026-07-15,선행,77
7MS1_004,2026-07-16,현행,81
7MS1_004,2026-07-16,선행,76
7MS1_004,2026-07-17,현행,81
7MS1_004,2026-07-17,선행,77
7MS1_004,2026-07-18,현행,82
7MS1_004,2026-07-18,선행,77
7MS1_004,2026-07-19,현행,84
7MS1_004,2026-07-19,선행,81
7MS1_004,2026-07-20,현행,80
7MS1_004,2026-07-20,선행,76
7MS1_004,2026-07-21,현행,80
7MS1_004,2026-07-21,선행,75
7MS1_004,2026-07-22,현행,80
7MS1_004,2026-07-22,선행,76
7MS1_004,2026-07-23,현행,81
7MS1_004,2026-07-23,선행,78
7MS1_004,2026-07-24,현행,77
7MS1_004,2026-07-24,선행,73
7MS1_004,2026-07-25,현행,80
7MS1_004,2026-07-25,선행,76
7MS1_004,2026-07-26,현행,82
7MS1_004,2026-07-26,선행,77
7MS1_004,2026-07-27,현행,82
7MS1_004,2026-07-27,선행,78
7MS1_004,2026-07-28,현행,85
7MS1_004,2026-07-28,선행,80
7MS1_004,2026-07-29,현행,87
7MS1_004,2026-07-29,선행,83
7MS1_004,2026-07-30,현행,89
7MS1_004,2026-07-30,선행,84
7MS1_005,2026-07-01,현행,90
7MS1_005,2026-07-01,선행,84
7MS1_005,2026-07-02,현행,94
7MS1_005,2026-07-02,선행,89
7MS1_005,2026-07-03,현행,100
7MS1_005,2026-07-03,선행,95
7MS1_005,2026-07-04,현행,100
7MS1_005,2026-07-04,선행,95
7MS1_005,2026-07-05,현행,97
7MS1_005,2026-07-05,선행,92
7MS1_005,2026-07-06,현행,95
7MS1_005,2026-07-06,선행,90
7MS1_005,2026-07-07,현행,91
7MS1_005,2026-07-07,선행,84
7MS1_005,2026-07-08,현행,87
7MS1_005,2026-07-08,선행,81
7MS1_005,2026-07-09,현행,86
7MS1_005,2026-07-09,선행,80
7MS1_005,2026-07-10,현행,85
7MS1_005,2026-07-10,선행,78
7MS1_005,2026-07-11,현행,88
7MS1_005,2026-07-11,선행,81
7MS1_005,2026-07-12,현행,88
7MS1_005,2026-07-12,선행,81
7MS1_005,2026-07-13,현행,86
7MS1_005,2026-07-13,선행,81
7MS1_005,2026-07-14,현행,83
7MS1_005,2026-07-14,선행,78
7MS1_005,2026-07-15,현행,82
7MS1_005,2026-07-15,선행,77
7MS1_005,2026-07-16,현행,81
7MS1_005,2026-07-16,선행,76
7MS1_005,2026-07-17,현행,80
7MS1_005,2026-07-17,선행,74
7MS1_005,2026-07-18,현행,82
7MS1_005,2026-07-18,선행,76
7MS1_005,2026-07-19,현행,81
7MS1_005,2026-07-19,선행,74
7MS1_005,2026-07-20,현행,77
7MS1_005,2026-07-20,선행,71
7MS1_005,2026-07-21,현행,77
7MS1_005,2026-07-21,선행,72
7MS1_005,2026-07-22,현행,79
7MS1_005,2026-07-22,선행,73
7MS1_005,2026-07-23,현행,78
7MS1_005,2026-07-23,선행,72
7MS1_005,2026-07-24,현행,77
7MS1_005,2026-07-24,선행,71
7MS1_005,2026-07-25,현행,79
7MS1_005,2026-07-25,선행,73
7MS1_005,2026-07-26,현행,83
7MS1_005,2026-07-26,선행,77
7MS1_005,2026-07-27,현행,83
7MS1_005,2026-07-27,선행,78
7MS1_005,2026-07-28,현행,84
7MS1_005,2026-07-28,선행,77
7MS1_005,2026-07-29,현행,84
7MS1_005,2026-07-29,선행,77
7MS1_005,2026-07-30,현행,84
7MS1_005,2026-07-30,선행,77
7MS2_001,2026-07-01,현행,80
7MS2_001,2026-07-01,선행,77
7MS2_001,2026-07-02,현행,83
7MS2_001,2026-07-02,선행,78
7MS2_001,2026-07-03,현행,85
7MS2_001,2026-07-03,선행,80
7MS2_001,2026-07-04,현행,86
7MS2_001,2026-07-04,선행,83
7MS2_001,2026-07-05,현행,82
7MS2_001,2026-07-05,선행,77
7MS2_001,2026-07-06,현행,82
7MS2_001,2026-07-06,선행,79
7MS2_001,2026-07-07,현행,77
7MS2_001,2026-07-07,선행,74
7MS2_001,2026-07-08,현행,74
7MS2_001,2026-07-08,선행,70
7MS2_001,2026-07-09,현행,75
7MS2_001,2026-07-09,선행,72
7MS2_001,2026-07-10,현행,74
7MS2_001,2026-07-10,선행,71
7MS2_001,2026-07-11,현행,80
7MS2_001,2026-07-11,선행,76
7MS2_001,2026-07-12,현행,80
7MS2_001,2026-07-12,선행,76
7MS2_001,2026-07-13,현행,79
7MS2_001,2026-07-13,선행,75
7MS2_001,2026-07-14,현행,79
7MS2_001,2026-07-14,선행,76
7MS2_001,2026-07-15,현행,76
7MS2_001,2026-07-15,선행,71
7MS2_001,2026-07-16,현행,77
7MS2_001,2026-07-16,선행,72
7MS2_001,2026-07-17,현행,75
7MS2_001,2026-07-17,선행,71
7MS2_001,2026-07-18,현행,77
7MS2_001,2026-07-18,선행,74
7MS2_001,2026-07-19,현행,77
7MS2_001,2026-07-19,선행,73
7MS2_001,2026-07-20,현행,75
7MS2_001,2026-07-20,선행,71
7MS2_001,2026-07-21,현행,72
7MS2_001,2026-07-21,선행,67
7MS2_001,2026-07-22,현행,73
7MS2_001,2026-07-22,선행,69
7MS2_001,2026-07-23,현행,73
7MS2_001,2026-07-23,선행,70
7MS2_001,2026-07-24,현행,71
7MS2_001,2026-07-24,선행,66
7MS2_001,2026-07-25,현행,74
7MS2_001,2026-07-25,선행,70
7MS2_001,2026-07-26,현행,77
7MS2_001,2026-07-26,선행,74
7MS2_001,2026-07-27,현행,74
7MS2_001,2026-07-27,선행,70
7MS2_001,2026-07-28,현행,78
7MS2_001,2026-07-28,선행,75
7MS2_001,2026-07-29,현행,76
7MS2_001,2026-07-29,선행,71
7MS2_001,2026-07-30,현행,77
7MS2_001,2026-07-30,선행,72
7MS2_002,2026-07-01,현행,92
7MS2_002,2026-07-01,선행,92
7MS2_002,2026-07-02,현행,95
7MS2_002,2026-07-02,선행,95
7MS2_002,2026-07-03,현행,98
7MS2_002,2026-07-03,선행,96
7MS2_002,2026-07-04,현행,99
7MS2_002,2026-07-04,선행,98
7MS2_002,2026-07-05,현행,98
7MS2_002,2026-07-05,선행,96
7MS2_002,2026-07-06,현행,99
7MS2_002,2026-07-06,선행,99
7MS2_002,2026-07-07,현행,94
7MS2_002,2026-07-07,선행,92
7MS2_002,2026-07-08,현행,93
7MS2_002,2026-07-08,선행,91
7MS2_002,2026-07-09,현행,93
7MS2_002,2026-07-09,선행,91
7MS2_002,2026-07-10,현행,93
7MS2_002,2026-07-10,선행,92
7MS2_002,2026-07-11,현행,96
7MS2_002,2026-07-11,선행,95
7MS2_002,2026-07-12,현행,96
7MS2_002,2026-07-12,선행,95
7MS2_002,2026-07-13,현행,94
7MS2_002,2026-07-13,선행,93
7MS2_002,2026-07-14,현행,93
7MS2_002,2026-07-14,선행,91
7MS2_002,2026-07-15,현행,92
7MS2_002,2026-07-15,선행,92
7MS2_002,2026-07-16,현행,95
7MS2_002,2026-07-16,선행,95
7MS2_002,2026-07-17,현행,91
7MS2_002,2026-07-17,선행,89
7MS2_002,2026-07-18,현행,90
7MS2_002,2026-07-18,선행,88
7MS2_002,2026-07-19,현행,92
7MS2_002,2026-07-19,선행,91
7MS2_002,2026-07-20,현행,90
7MS2_002,2026-07-20,선행,90
7MS2_002,2026-07-21,현행,86
7MS2_002,2026-07-21,선행,84
7MS2_002,2026-07-22,현행,86
7MS2_002,2026-07-22,선행,86
7MS2_002,2026-07-23,현행,84
7MS2_002,2026-07-23,선행,84
7MS2_002,2026-07-24,현행,82
7MS2_002,2026-07-24,선행,81
7MS2_002,2026-07-25,현행,84
7MS2_002,2026-07-25,선행,82
7MS2_002,2026-07-26,현행,90
7MS2_002,2026-07-26,선행,89
7MS2_002,2026-07-27,현행,87
7MS2_002,2026-07-27,선행,85
7MS2_002,2026-07-28,현행,92
7MS2_002,2026-07-28,선행,90
7MS2_002,2026-07-29,현행,90
7MS2_002,2026-07-29,선행,89
7MS2_002,2026-07-30,현행,92
7MS2_002,2026-07-30,선행,92
7MS2_003,2026-07-01,현행,67
7MS2_003,2026-07-01,선행,64
7MS2_003,2026-07-02,현행,72
7MS2_003,2026-07-02,선행,70
7MS2_003,2026-07-03,현행,80
7MS2_003,2026-07-03,선행,78
7MS2_003,2026-07-04,현행,82
7MS2_003,2026-07-04,선행,79
7MS2_003,2026-07-05,현행,81
7MS2_003,2026-07-05,선행,79
7MS2_003,2026-07-06,현행,84
7MS2_003,2026-07-06,선행,82
7MS2_003,2026-07-07,현행,80
7MS2_003,2026-07-07,선행,77
7MS2_003,2026-07-08,현행,80
7MS2_003,2026-07-08,선행,78
7MS2_003,2026-07-09,현행,80
7MS2_003,2026-07-09,선행,77
7MS2_003,2026-07-10,현행,82
7MS2_003,2026-07-10,선행,78
7MS2_003,2026-07-11,현행,87
7MS2_003,2026-07-11,선행,84
7MS2_003,2026-07-12,현행,88
7MS2_003,2026-07-12,선행,85
7MS2_003,2026-07-13,현행,88
7MS2_003,2026-07-13,선행,86
7MS2_003,2026-07-14,현행,86
7MS2_003,2026-07-14,선행,82
7MS2_003,2026-07-15,현행,86
7MS2_003,2026-07-15,선행,83
7MS2_003,2026-07-16,현행,89
7MS2_003,2026-07-16,선행,86
7MS2_003,2026-07-17,현행,88
7MS2_003,2026-07-17,선행,85
7MS2_003,2026-07-18,현행,90
7MS2_003,2026-07-18,선행,88
7MS2_003,2026-07-19,현행,93
7MS2_003,2026-07-19,선행,90
7MS2_003,2026-07-20,현행,89
7MS2_003,2026-07-20,선행,86
7MS2_003,2026-07-21,현행,87
7MS2_003,2026-07-21,선행,84
7MS2_003,2026-07-22,현행,89
7MS2_003,2026-07-22,선행,86
7MS2_003,2026-07-23,현행,88
7MS2_003,2026-07-23,선행,84
7MS2_003,2026-07-24,현행,84
7MS2_003,2026-07-24,선행,81
7MS2_003,2026-07-25,현행,83
7MS2_003,2026-07-25,선행,79
7MS2_003,2026-07-26,현행,88
7MS2_003,2026-07-26,선행,84
7MS2_003,2026-07-27,현행,84
7MS2_003,2026-07-27,선행,81
7MS2_003,2026-07-28,현행,89
7MS2_003,2026-07-28,선행,87
7MS2_003,2026-07-29,현행,89
7MS2_003,2026-07-29,선행,86
7MS2_003,2026-07-30,현행,90
7MS2_003,2026-07-30,선행,87
7MS2_004,2026-07-01,현행,85
7MS2_004,2026-07-01,선행,79
7MS2_004,2026-07-02,현행,85
7MS2_004,2026-07-02,선행,80
7MS2_004,2026-07-03,현행,85
7MS2_004,2026-07-03,선행,81
7MS2_004,2026-07-04,현행,87
7MS2_004,2026-07-04,선행,81
7MS2_004,2026-07-05,현행,87
7MS2_004,2026-07-05,선행,81
7MS2_004,2026-07-06,현행,87
7MS2_004,2026-07-06,선행,81
7MS2_004,2026-07-07,현행,87
7MS2_004,2026-07-07,선행,82
7MS2_004,2026-07-08,현행,83
7MS2_004,2026-07-08,선행,77
7MS2_004,2026-07-09,현행,82
7MS2_004,2026-07-09,선행,78
7MS2_004,2026-07-10,현행,81
7MS2_004,2026-07-10,선행,77
7MS2_004,2026-07-11,현행,84
7MS2_004,2026-07-11,선행,79
7MS2_004,2026-07-12,현행,89
7MS2_004,2026-07-12,선행,84
7MS2_004,2026-07-13,현행,91
7MS2_004,2026-07-13,선행,87
7MS2_004,2026-07-14,현행,85
7MS2_004,2026-07-14,선행,80
7MS2_004,2026-07-15,현행,79
7MS2_004,2026-07-15,선행,74
7MS2_004,2026-07-16,현행,82
7MS2_004,2026-07-16,선행,77
7MS2_004,2026-07-17,현행,76
7MS2_004,2026-07-17,선행,71
7MS2_004,2026-07-18,현행,78
7MS2_004,2026-07-18,선행,74
7MS2_004,2026-07-19,현행,79
7MS2_004,2026-07-19,선행,73
7MS2_004,2026-07-20,현행,74
7MS2_004,2026-07-20,선행,70
7MS2_004,2026-07-21,현행,69
7MS2_004,2026-07-21,선행,65
7MS2_004,2026-07-22,현행,74
7MS2_004,2026-07-22,선행,68
7MS2_004,2026-07-23,현행,77
7MS2_004,2026-07-23,선행,73
7MS2_004,2026-07-24,현행,81
7MS2_004,2026-07-24,선행,76
7MS2_004,2026-07-25,현행,82
7MS2_004,2026-07-25,선행,77
7MS2_004,2026-07-26,현행,83
7MS2_004,2026-07-26,선행,77
7MS2_004,2026-07-27,현행,80
7MS2_004,2026-07-27,선행,76
7MS2_004,2026-07-28,현행,78
7MS2_004,2026-07-28,선행,72
7MS2_004,2026-07-29,현행,78
7MS2_004,2026-07-29,선행,72
7MS2_004,2026-07-30,현행,82
7MS2_004,2026-07-30,선행,76
7MS2_005,2026-07-01,현행,70
7MS2_005,2026-07-01,선행,68
7MS2_005,2026-07-02,현행,73
7MS2_005,2026-07-02,선행,69
7MS2_005,2026-07-03,현행,80
7MS2_005,2026-07-03,선행,76
7MS2_005,2026-07-04,현행,85
7MS2_005,2026-07-04,선행,81
7MS2_005,2026-07-05,현행,83
7MS2_005,2026-07-05,선행,79
7MS2_005,2026-07-06,현행,84
7MS2_005,2026-07-06,선행,82
7MS2_005,2026-07-07,현행,83
7MS2_005,2026-07-07,선행,81
7MS2_005,2026-07-08,현행,80
7MS2_005,2026-07-08,선행,76
7MS2_005,2026-07-09,현행,80
7MS2_005,2026-07-09,선행,77
7MS2_005,2026-07-10,현행,82
7MS2_005,2026-07-10,선행,79
7MS2_005,2026-07-11,현행,86
7MS2_005,2026-07-11,선행,83
7MS2_005,2026-07-12,현행,90
7MS2_005,2026-07-12,선행,88
7MS2_005,2026-07-13,현행,90
7MS2_005,2026-07-13,선행,86
7MS2_005,2026-07-14,현행,86
7MS2_005,2026-07-14,선행,83
7MS2_005,2026-07-15,현행,82
7MS2_005,2026-07-15,선행,80
7MS2_005,2026-07-16,현행,82
7MS2_005,2026-07-16,선행,80
7MS2_005,2026-07-17,현행,79
7MS2_005,2026-07-17,선행,76
7MS2_005,2026-07-18,현행,81
7MS2_005,2026-07-18,선행,79
7MS2_005,2026-07-19,현행,85
7MS2_005,2026-07-19,선행,83
7MS2_005,2026-07-20,현행,82
7MS2_005,2026-07-20,선행,80
7MS2_005,2026-07-21,현행,79
7MS2_005,2026-07-21,선행,76
7MS2_005,2026-07-22,현행,81
7MS2_005,2026-07-22,선행,77
7MS2_005,2026-07-23,현행,81
7MS2_005,2026-07-23,선행,78
7MS2_005,2026-07-24,현행,82
7MS2_005,2026-07-24,선행,78
7MS2_005,2026-07-25,현행,82
7MS2_005,2026-07-25,선행,78
7MS2_005,2026-07-26,현행,85
7MS2_005,2026-07-26,선행,82
7MS2_005,2026-07-27,현행,83
7MS2_005,2026-07-27,선행,79
7MS2_005,2026-07-28,현행,87
7MS2_005,2026-07-28,선행,83
7MS2_005,2026-07-29,현행,87
7MS2_005,2026-07-29,선행,85
7MS2_005,2026-07-30,현행,87
7MS2_005,2026-07-30,선행,83
